sample_id,target_class,class_label,image_path,rssi_dbm,snr_db,carrier_freq_ghz,bandwidth_mhz,doppler_shift_khz,phase_variance_rad,path_loss_db,spectral_kurtosis,papr_db,edge_density,aspect_ratio,spatial_entropy,color_moment_r_mean,color_moment_g_mean,color_moment_b_mean,color_moment_r_std,color_moment_g_std,color_moment_b_std,texture_contrast,texture_homogeneity,texture_energy
317,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0317_maritime_vessel.png,-70.48,16.63,1.555,15.0,0.652,0.617,89.27,4.444,7.41,0.7062,2.76,5.333,87.04,143.35,139.52,33.34,46.09,53.25,0.7719,0.5825,0.3965
318,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0318_maritime_vessel.png,-73.14,17.21,2.998,30.0,1.241,0.5057,81.06,5.594,9.48,0.6833,2.765,5.546,76.56,159.04,169.06,35.69,48.09,45.56,0.768,0.4913,0.4409
319,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0319_maritime_vessel.png,-63.1,23.3,1.565,30.0,1.18,0.5464,82.36,5.212,9.14,0.5051,3.357,5.206,75.6,116.33,170.01,31.6,35.05,41.87,0.6925,0.5364,0.4521
320,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0320_maritime_vessel.png,-61.91,22.1,1.552,15.0,0.856,0.4851,88.74,4.511,6.64,0.546,2.395,5.409,107.44,147.91,163.25,35.94,47.95,47.6,0.7028,0.4708,0.3838
321,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0321_maritime_vessel.png,-67.98,17.64,9.297,15.0,1.014,0.4968,88.2,2.989,7.9,0.6125,2.421,5.311,84.1,140.74,150.32,36.01,41.75,39.41,0.8417,0.4603,0.3565
322,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0322_maritime_vessel.png,-72.89,25.19,1.545,30.0,0.97,0.6093,91.42,4.712,6.65,0.6856,2.624,5.743,75.81,142.0,168.19,39.16,41.49,44.34,0.7236,0.4916,0.3106
323,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0323_maritime_vessel.png,-77.37,18.74,3.003,30.0,0.944,0.5717,82.67,4.732,7.54,0.7055,2.883,5.612,76.54,125.21,161.75,36.42,43.61,50.29,0.6754,0.5211,0.3972
324,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0324_maritime_vessel.png,-70.58,14.3,9.289,30.0,0.51,0.6626,91.41,4.102,7.67,0.6603,2.624,6.031,87.72,127.5,131.13,34.01,34.11,45.76,0.5672,0.5626,0.4454
325,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0325_maritime_vessel.png,-68.16,14.06,1.536,15.0,0.995,0.6157,87.21,4.437,7.02,0.6547,3.088,5.284,83.97,133.87,185.01,39.12,47.9,52.2,0.7333,0.4455,0.4731
326,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0326_maritime_vessel.png,-60.94,18.25,2.994,15.0,0.744,0.7013,81.58,4.533,6.65,0.683,2.803,5.908,94.98,179.03,154.58,29.45,39.64,36.59,0.5457,0.4499,0.3439
327,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0327_maritime_vessel.png,-72.77,20.07,1.55,30.0,0.591,0.5871,87.44,4.223,5.74,0.7149,2.624,5.63,114.01,148.62,176.7,37.99,41.93,47.44,0.7166,0.6398,0.5137
328,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0328_maritime_vessel.png,-66.55,9.39,9.3,30.0,0.769,0.5471,86.17,2.404,6.12,0.5632,2.897,5.931,94.86,147.36,167.54,44.01,42.05,46.35,0.6561,0.5679,0.3689
329,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0329_maritime_vessel.png,-63.12,13.47,9.304,30.0,0.722,0.4041,82.51,4.884,8.01,0.7975,2.378,6.044,95.58,110.4,161.78,39.31,31.77,33.56,0.5215,0.5381,0.3658
330,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0330_maritime_vessel.png,-71.1,15.66,9.3,30.0,0.972,0.4746,75.47,3.118,7.6,0.5025,2.206,5.599,81.85,164.88,197.51,33.66,45.34,50.5,0.6262,0.4153,0.3894
331,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0331_maritime_vessel.png,-68.86,16.26,2.989,15.0,0.887,0.5064,88.31,2.935,8.57,0.5195,2.89,5.569,88.19,130.5,150.48,31.76,47.02,46.07,0.6523,0.551,0.3951
332,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0332_maritime_vessel.png,-71.96,27.84,9.279,30.0,0.631,0.4492,82.23,4.429,5.5,0.6416,3.158,5.658,85.61,125.73,183.48,33.87,53.08,57.6,0.7031,0.5192,0.4415
333,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0333_maritime_vessel.png,-62.53,14.78,9.301,30.0,0.82,0.49,93.78,3.857,6.09,0.5817,2.484,5.273,102.68,102.03,156.76,37.76,43.26,56.15,0.8191,0.4079,0.2946
334,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0334_maritime_vessel.png,-67.88,15.31,1.548,30.0,0.935,0.6026,88.44,3.312,6.76,0.7404,2.444,6.197,81.8,137.22,167.19,33.78,37.02,41.77,0.6933,0.5823,0.3942
335,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0335_maritime_vessel.png,-68.17,22.84,3.006,15.0,0.765,0.481,84.41,5.232,6.57,0.7168,2.493,5.252,82.63,110.76,137.41,37.59,41.6,47.54,0.6721,0.683,0.3984
336,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0336_maritime_vessel.png,-74.88,13.52,2.963,30.0,0.823,0.693,85.3,4.279,5.53,0.6199,2.995,5.505,85.23,151.59,165.3,44.46,34.29,50.07,0.8282,0.5905,0.2966
337,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0337_maritime_vessel.png,-71.19,17.03,2.993,30.0,0.925,0.4301,91.86,3.082,6.66,0.5701,2.124,5.636,117.09,175.0,171.46,43.58,43.39,48.99,0.6492,0.5337,0.4169
338,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0338_maritime_vessel.png,-70.89,17.69,1.556,15.0,1.824,0.5332,95.77,4.138,6.98,0.6483,2.442,5.642,125.57,139.5,173.95,34.41,52.26,57.63,0.7567,0.5658,0.3783
339,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0339_maritime_vessel.png,-66.04,14.66,1.561,15.0,1.046,0.5251,82.64,3.271,6.79,0.5418,3.277,5.591,89.13,143.82,184.44,42.73,48.44,42.21,0.6532,0.5738,0.3636
340,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0340_maritime_vessel.png,-68.03,19.6,9.301,30.0,1.564,0.4824,86.69,4.256,7.98,0.6437,2.673,5.825,111.28,156.89,190.11,42.35,54.51,48.63,0.7093,0.6771,0.2537
341,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0341_maritime_vessel.png,-69.07,23.01,9.304,15.0,1.097,0.5779,80.36,3.359,7.75,0.5445,2.49,5.79,75.27,159.08,188.36,30.14,36.41,32.29,0.6096,0.5736,0.3693
342,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0342_maritime_vessel.png,-65.7,11.91,2.981,30.0,1.031,0.555,83.87,3.829,6.15,0.597,2.821,6.131,108.77,137.18,190.96,36.47,34.25,57.53,0.728,0.4126,0.468
343,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0343_maritime_vessel.png,-71.72,15.9,2.99,15.0,1.241,0.6159,92.27,5.121,9.67,0.6791,2.603,5.73,108.65,123.31,160.22,36.46,29.37,46.83,0.5102,0.5237,0.4333
344,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0344_maritime_vessel.png,-70.38,24.71,3.014,15.0,1.547,0.5441,99.61,2.904,8.08,0.591,2.583,5.122,103.19,134.34,186.31,38.88,30.41,52.58,0.4988,0.3891,0.3441
345,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0345_maritime_vessel.png,-72.52,23.58,1.56,30.0,0.675,0.4744,89.44,4.008,6.47,0.6066,2.637,6.11,60.99,135.35,179.37,38.97,49.86,45.55,0.6634,0.5615,0.395
346,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0346_maritime_vessel.png,-69.95,20.06,3.007,15.0,0.294,0.587,88.64,4.491,4.67,0.5244,2.578,5.409,90.08,127.96,192.97,26.53,43.82,50.97,0.7431,0.5751,0.4366
347,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0347_maritime_vessel.png,-71.02,13.59,1.572,30.0,0.567,0.6177,93.03,4.712,7.85,0.6318,2.517,5.971,93.97,133.03,154.66,45.78,42.68,38.64,0.6873,0.5059,0.3779
348,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0348_maritime_vessel.png,-65.12,17.2,1.554,15.0,0.991,0.6315,80.81,3.844,8.19,0.6483,2.518,4.826,109.51,145.85,200.84,35.02,33.27,51.97,0.6631,0.564,0.471
349,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0349_maritime_vessel.png,-66.06,18.67,1.568,15.0,0.547,0.4477,90.11,5.601,7.83,0.7415,2.613,5.807,87.39,170.69,182.62,32.42,53.12,41.6,0.6812,0.5528,0.4175
350,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0350_maritime_vessel.png,-65.58,13.47,1.546,15.0,1.11,0.5645,89.31,3.465,9.26,0.6572,2.868,5.361,109.3,131.14,174.16,33.33,36.02,50.13,0.6401,0.4602,0.3578
351,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0351_maritime_vessel.png,-64.51,15.48,1.56,15.0,0.777,0.5144,83.94,3.979,9.58,0.6319,3.031,6.053,92.84,113.23,168.59,38.73,49.67,46.12,0.5712,0.5892,0.3786
352,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0352_maritime_vessel.png,-80.73,19.3,3.02,15.0,0.804,0.4292,82.76,5.66,7.69,0.5235,2.915,4.992,85.39,143.45,188.21,26.31,46.27,51.17,0.6299,0.5264,0.2374
353,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0353_maritime_vessel.png,-81.74,22.43,9.298,15.0,1.314,0.4803,89.61,4.739,6.25,0.5817,2.542,5.509,89.37,135.73,188.52,36.02,38.74,37.97,0.6599,0.5379,0.3038
354,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0354_maritime_vessel.png,-69.71,22.64,9.292,15.0,0.482,0.6044,89.6,3.601,6.45,0.6151,3.094,5.22,82.1,145.95,180.15,40.78,42.49,39.61,0.6178,0.5989,0.4287
355,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0355_maritime_vessel.png,-74.67,21.48,3.0,15.0,1.093,0.509,87.22,4.827,8.18,0.7225,2.772,5.077,82.9,179.15,180.87,49.85,50.37,47.45,0.7071,0.5174,0.3031
356,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0356_maritime_vessel.png,-67.91,22.84,1.565,30.0,0.602,0.4831,88.57,3.235,6.5,0.7327,2.364,5.928,59.05,156.75,150.95,33.62,46.08,47.62,0.7605,0.4305,0.3757
357,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0357_maritime_vessel.png,-71.09,13.56,9.31,15.0,1.029,0.4487,86.47,5.662,6.49,0.6634,2.288,5.205,109.51,145.37,175.23,26.39,38.68,49.64,0.5496,0.4952,0.4283
358,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0358_maritime_vessel.png,-75.56,11.28,9.308,15.0,0.697,0.6442,80.79,6.753,7.84,0.6797,2.418,5.549,88.39,161.94,176.01,40.72,45.2,49.77,0.5549,0.6634,0.3461
359,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0359_maritime_vessel.png,-68.19,24.13,9.306,15.0,0.867,0.6105,77.42,4.967,4.93,0.6207,2.138,5.841,91.04,123.44,191.52,33.52,23.81,49.08,0.521,0.4594,0.3641
360,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0360_maritime_vessel.png,-75.12,16.03,1.561,30.0,0.622,0.5915,81.38,3.994,7.72,0.5859,2.633,5.025,99.46,161.47,211.88,38.46,46.73,35.32,0.8152,0.5743,0.3658
361,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0361_maritime_vessel.png,-61.81,16.98,2.998,15.0,0.986,0.458,80.72,5.343,6.36,0.5825,2.811,5.504,84.3,128.0,135.12,33.17,49.09,42.76,0.509,0.4494,0.408
362,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0362_maritime_vessel.png,-66.3,16.82,3.009,15.0,0.708,0.493,95.9,2.821,4.97,0.7015,2.355,5.233,104.77,127.54,183.66,34.95,44.18,42.93,0.5972,0.6411,0.4458
363,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0363_maritime_vessel.png,-71.63,17.29,3.008,15.0,0.346,0.511,87.39,4.523,4.29,0.5423,2.933,5.284,97.95,138.95,188.23,31.18,44.37,45.61,0.6089,0.4642,0.4014
364,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0364_maritime_vessel.png,-64.85,18.25,9.302,30.0,0.567,0.4909,86.66,5.218,6.79,0.5908,2.419,5.089,102.81,124.41,157.83,40.65,41.94,42.85,0.753,0.4804,0.2812
365,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0365_maritime_vessel.png,-61.33,14.69,2.998,15.0,0.977,0.6971,90.99,3.778,7.58,0.7061,2.443,5.061,63.05,154.08,167.13,39.46,38.55,38.39,0.5827,0.4261,0.4325
366,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0366_maritime_vessel.png,-60.54,18.15,3.003,30.0,1.375,0.6564,84.95,2.627,7.28,0.6853,2.346,6.106,76.15,127.78,160.03,29.46,36.04,41.73,0.6683,0.3099,0.4258
367,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0367_maritime_vessel.png,-64.47,22.73,3.004,15.0,0.623,0.4788,88.37,4.439,8.38,0.5936,2.86,4.749,87.68,125.74,163.17,37.49,48.83,39.08,0.4831,0.4473,0.4411
368,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0368_maritime_vessel.png,-76.22,15.71,9.314,15.0,0.602,0.6721,87.4,3.063,6.95,0.6733,2.91,5.793,86.23,147.88,160.39,38.92,46.5,49.46,0.7339,0.5602,0.3376
369,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0369_maritime_vessel.png,-67.91,14.36,3.011,15.0,1.001,0.6484,101.47,4.374,8.08,0.6734,2.718,5.899,86.28,125.06,147.11,36.29,47.41,40.36,0.7022,0.5114,0.359
370,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0370_maritime_vessel.png,-77.27,23.45,9.319,15.0,0.675,0.465,95.33,3.42,7.15,0.8223,2.769,4.83,85.9,129.57,172.83,37.78,45.28,36.83,0.6307,0.5418,0.3519
371,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0371_maritime_vessel.png,-62.52,15.03,2.985,30.0,0.888,0.5286,81.38,3.861,6.76,0.7845,2.673,5.602,103.23,135.0,186.83,36.14,39.16,40.12,0.8465,0.5151,0.3313
372,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0372_maritime_vessel.png,-67.02,15.4,3.001,30.0,0.468,0.4923,88.09,3.895,6.82,0.6259,3.146,5.868,102.13,159.12,183.54,32.34,47.32,52.09,0.7387,0.5063,0.4173
373,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0373_maritime_vessel.png,-68.1,14.09,9.293,30.0,0.537,0.5988,86.87,5.534,8.34,0.7157,2.504,5.534,63.99,126.6,181.86,40.82,36.12,53.69,0.9476,0.4568,0.3797
374,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0374_maritime_vessel.png,-71.11,17.62,2.998,15.0,0.845,0.5579,85.29,3.956,7.5,0.7693,2.619,5.281,84.03,146.3,159.23,37.83,44.84,42.15,0.5212,0.445,0.3471
375,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0375_maritime_vessel.png,-69.14,18.18,1.568,30.0,0.583,0.5793,88.32,4.401,6.93,0.7005,2.257,5.861,96.3,137.99,169.85,28.55,50.32,51.03,0.5935,0.5731,0.3994
376,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0376_maritime_vessel.png,-70.92,22.77,9.296,30.0,1.207,0.4927,87.74,5.396,7.07,0.7246,2.123,6.443,90.86,151.1,173.28,33.88,41.78,34.54,0.742,0.5336,0.3804
377,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0377_maritime_vessel.png,-64.24,18.15,2.987,15.0,0.704,0.6371,82.18,4.995,6.39,0.5548,2.739,5.59,64.18,156.23,163.78,40.55,51.63,47.49,0.7946,0.4596,0.461
378,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0378_maritime_vessel.png,-72.13,15.72,9.294,30.0,0.62,0.6039,90.27,3.955,7.71,0.7074,3.0,5.578,86.69,137.87,152.75,37.03,46.47,49.85,0.6557,0.5352,0.3488
379,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0379_maritime_vessel.png,-64.48,17.69,2.999,15.0,0.95,0.3987,83.5,4.652,8.48,0.6853,3.343,5.555,76.91,131.7,165.2,37.66,36.11,50.7,0.7134,0.4315,0.4384
380,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0380_maritime_vessel.png,-72.06,13.27,2.999,15.0,1.059,0.7349,86.74,3.125,6.69,0.6079,2.345,5.927,102.15,117.67,180.88,45.63,53.42,63.19,0.5988,0.7177,0.3723
381,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0381_maritime_vessel.png,-70.96,19.31,1.55,30.0,0.422,0.542,82.56,4.343,5.9,0.5409,3.04,4.987,103.29,106.58,179.44,36.96,49.93,44.01,0.4991,0.5068,0.398
382,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0382_maritime_vessel.png,-68.66,20.3,9.285,15.0,0.462,0.5665,87.51,4.227,7.9,0.6282,2.819,5.894,114.1,127.28,169.83,31.91,52.96,34.15,0.8315,0.5265,0.4109
383,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0383_maritime_vessel.png,-68.83,18.12,9.303,30.0,1.03,0.5532,77.18,4.462,7.71,0.5942,2.346,5.787,95.43,138.4,170.13,35.17,55.63,44.21,0.6021,0.5238,0.381
384,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0384_maritime_vessel.png,-69.61,25.5,2.989,30.0,0.638,0.3725,87.44,3.1,7.89,0.6688,2.368,6.026,102.08,149.64,170.13,30.92,47.87,44.38,0.5549,0.6146,0.495
385,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0385_maritime_vessel.png,-68.21,26.64,2.997,15.0,0.786,0.6843,83.59,3.76,6.63,0.6119,2.331,5.712,94.69,155.08,143.6,33.28,46.83,47.1,0.684,0.6085,0.3395
386,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0386_maritime_vessel.png,-71.64,14.61,1.571,30.0,1.232,0.5434,95.45,4.614,6.48,0.6554,2.544,5.723,98.71,153.14,169.64,46.19,47.45,41.76,0.8789,0.5429,0.3482
387,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0387_maritime_vessel.png,-59.74,26.31,3.005,15.0,0.728,0.698,79.26,5.01,8.14,0.7206,2.669,5.939,86.26,122.98,155.79,30.79,39.35,47.87,0.6613,0.5339,0.4517
388,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0388_maritime_vessel.png,-70.59,27.36,2.982,30.0,0.515,0.5402,91.32,2.076,6.48,0.6492,2.987,5.481,118.97,108.07,139.75,43.09,27.9,48.77,0.6535,0.4569,0.3687
389,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0389_maritime_vessel.png,-74.45,16.73,1.557,15.0,0.911,0.4442,89.85,5.04,9.13,0.6735,2.532,5.794,88.8,147.98,190.01,37.16,52.54,53.13,0.6816,0.567,0.4053
390,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0390_maritime_vessel.png,-67.89,25.65,1.55,30.0,1.108,0.7129,88.0,3.862,8.02,0.6464,2.135,5.928,83.92,156.31,168.13,45.2,44.55,51.84,0.6357,0.5447,0.3037
391,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0391_maritime_vessel.png,-68.64,12.06,9.304,15.0,0.644,0.5969,84.91,3.355,8.2,0.5915,2.389,5.654,61.07,140.86,172.94,43.61,39.0,53.95,0.7277,0.5181,0.4808
392,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0392_maritime_vessel.png,-67.52,15.93,1.556,30.0,1.119,0.6964,84.56,3.674,7.96,0.6483,2.747,5.666,82.73,137.94,184.6,43.38,39.06,47.39,0.8129,0.4872,0.3575
393,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0393_maritime_vessel.png,-64.03,20.48,9.309,30.0,0.516,0.4569,95.1,4.869,7.12,0.609,2.281,5.558,99.98,122.85,171.58,36.16,50.28,42.18,0.7499,0.6176,0.3711
394,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0394_maritime_vessel.png,-70.94,21.69,1.568,15.0,0.346,0.5737,83.21,4.821,6.8,0.6047,2.194,5.952,84.21,137.73,154.46,40.18,37.43,45.15,0.759,0.5754,0.3889
395,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0395_maritime_vessel.png,-76.84,29.97,1.553,30.0,0.896,0.3729,84.4,5.759,8.73,0.5994,2.787,5.833,112.36,111.74,153.97,27.95,37.93,52.4,0.6296,0.4284,0.4013
